network_family,industry,shock_attribute,supplier_count,alternative_supplier_count,port_count,alternative_port_count,factory_count,warehouse_count,distribution_center_count,network_depth,network_edge_count,network_node_count,supplier_concentration,port_dependency,single_point_of_failure,average_route_distance_km,critical_route_distance_km,alternate_route_distance_km,average_supplier_reliability,minimum_supplier_reliability,average_supplier_availability,average_capacity_utilization,maximum_capacity_utilization,factory_capacity_utilization,warehouse_capacity_utilization,inventory_days,safety_stock_days,shock_type_encoded,shock_severity,shock_duration_days,affected_node_importance,affected_capacity_change_pct,affected_availability_change_pct,affected_congestion_change_pct,affected_supply_percent,affected_production_percent,additional_transit_days,additional_transport_cost_pct,alternate_route_available,alternate_route_count,alternate_route_delay_days,alternate_route_cost_increase_pct,rerouted_supply_percent,usd_inr,crude_price,commodity_price,inflation_rate,freight_index,cost_impact_pct,delay_days,risk_score
synth_29,Plastics,availability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,0.0,0.865,46.34,1.0,73.55,86.53,34.61,43.27,86.53,20.05,30.29,0.0,0.0,20.05,30.29,0.0,82.73,85.13,107.13,4.38,159.24,32.4,27.2,81.3
industrial_equipment_coimbatore,Industrial Equipment,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,75.0,0.0,279.17,785.0,785.0,0.935,0.92,0.945,72.8,84.0,84.0,76.0,26.0,8.5,3.0,0.783,2.0,0.91,66.56,78.31,31.32,39.15,6.53,0.78,27.41,0.0,0.0,0.78,27.41,0.0,82.8,87.27,100.81,5.7,96.19,14.41,1.0,32.4
synth_19,Energy,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.0,59.0,0.6,0.0,0.0,0.0,0.0,0.0,3.0,20.14,1.0,1.0,3.0,20.14,70.0,83.46,72.81,92.91,4.03,113.14,11.01,3.2,21.6
synth_21,Construction,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,591.07,1182.14,1182.14,0.88,0.88,0.956,78.34,86.52,70.15,78.34,20.21,7.34,0.0,0.0,7.36,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.02,80.1,105.9,5.3,138.72,2.68,0.0,4.9
synth_32,Plastics,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.833,7.18,0.6,70.82,83.32,33.33,41.66,33.22,2.99,29.16,0.0,0.0,2.99,29.16,0.0,84.84,78.11,96.55,5.01,132.6,21.18,3.1,45.2
synth_17,Energy,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,0.0,0.685,5.57,1.0,68.52,54.82,41.11,34.26,21.22,1.91,23.98,0.0,0.0,1.91,23.98,0.0,83.79,72.41,105.23,4.56,114.37,15.07,5.2,37.1
synth_9,Food Processing,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,308.11,616.22,616.22,0.956,0.956,0.951,89.09,89.69,89.69,89.09,21.96,11.37,2.0,0.0,60.81,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.15,80.73,96.64,6.02,157.87,4.83,0.8,10.1
synth_26,Heavy Machinery,reliability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.01,0.0,0.0,494.32,699.05,1162.21,0.844,0.792,0.883,72.0,82.0,82.0,70.0,18.99,7.33,4.0,0.601,8.27,0.6,51.12,60.14,24.05,10.33,24.85,0.7,10.91,1.0,3.0,0.7,10.91,39.48,83.44,83.13,102.86,5.34,84.7,12.72,1.3,23.5
industrial_equipment_ahmedabad,Industrial Equipment,transport_cost,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,1.0,0.0,45.34,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,25.0,84.66,74.3,103.81,4.17,126.83,2.9,0.4,6.1
consumer_goods_delhi,Consumer Goods,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,225.83,720.0,740.0,0.925,0.91,0.94,76.6,86.0,86.0,78.0,17.0,6.0,2.0,0.0,27.54,0.5,0.0,0.0,0.0,0.0,0.0,0.1,5.0,1.0,3.0,0.1,5.0,50.0,81.61,77.12,103.14,5.64,91.84,3.14,0.3,5.1
synth_8,Chemicals,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1140.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.311,44.86,0.6,31.12,24.9,18.67,0.0,31.12,0.5,8.57,1.0,4.0,0.5,8.57,57.92,85.08,84.06,99.04,5.68,106.3,13.01,0.1,20.6
synth_7,Chemicals,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.0,18.78,0.6,0.0,0.0,0.0,0.0,0.0,3.0,20.14,1.0,1.0,3.0,20.14,70.0,80.97,73.92,106.96,4.74,114.97,9.79,3.2,15.4
industrial_equipment_coimbatore,Industrial Equipment,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,75.0,0.0,279.17,785.0,785.0,0.935,0.92,0.945,72.8,84.0,84.0,76.0,26.0,8.5,5.0,0.0,27.54,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.35,75.23,91.12,4.57,171.71,4.7,0.8,8.7
industrial_equipment_ahmedabad,Industrial Equipment,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,0.0,0.303,18.97,0.6,30.31,24.24,18.18,0.0,30.31,0.0,0.0,1.0,3.0,0.0,0.0,35.76,80.23,86.97,103.46,4.45,109.36,8.29,0.0,9.8
synth_29,Plastics,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,3.0,0.266,61.4,0.9,18.6,13.28,26.56,13.28,26.56,10.6,15.94,0.0,0.0,10.6,15.94,0.0,82.12,65.0,108.43,5.34,179.78,16.72,12.6,54.9
industrial_equipment_coimbatore,Industrial Equipment,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,75.0,0.0,279.17,785.0,960.0,0.935,0.92,0.945,72.8,84.0,84.0,76.0,26.0,8.5,2.0,0.316,45.87,0.5,31.6,31.6,15.8,0.0,31.6,0.5,16.33,1.0,3.0,0.5,16.33,44.47,83.7,76.19,98.96,4.49,113.06,16.52,0.5,22.5
synth_11,Food Processing,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,5.0,0.552,20.86,0.75,55.2,55.2,27.6,27.6,55.2,5.76,19.32,0.0,0.0,5.76,19.32,0.0,80.49,89.59,110.97,5.54,89.29,19.88,7.7,45.6
automotive_pune,Automotive,congestion,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,2.0,0.596,3.21,0.5,41.71,29.79,59.58,10.0,10.63,0.29,14.89,1.0,3.0,0.29,14.89,39.57,81.74,85.31,110.74,5.65,99.36,13.32,0.3,20.2
automotive_pune,Automotive,reliability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,186.67,585.0,585.0,0.92,0.9,0.92,75.6,86.0,86.0,75.0,15.0,4.75,4.0,0.392,12.91,0.6,33.29,39.17,15.67,19.58,31.61,2.53,13.71,0.0,0.0,2.53,13.71,0.0,83.11,74.63,102.61,4.53,135.35,13.83,2.9,28.9
synth_3,Textiles,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,1.0,60.59,0.5,100.0,100.0,50.0,33.75,100.0,3.0,20.14,1.0,1.0,3.0,20.14,32.5,81.0,87.08,103.41,5.46,123.06,32.2,7.0,60.2
consumer_goods_mumbai,Consumer Goods,availability,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,80.0,0.0,265.0,495.0,495.0,0.915,0.9,0.93,76.2,85.0,85.0,80.0,16.5,5.5,3.0,0.675,6.23,0.9,57.38,67.5,27.0,33.75,28.05,2.1,23.63,0.0,0.0,2.1,23.63,0.0,81.34,89.31,111.3,6.03,112.8,17.95,2.0,36.6
synth_24,Construction,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1080.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.383,16.94,0.6,38.25,30.6,22.95,0.0,36.0,0.2,2.86,1.0,4.0,0.2,2.86,43.31,83.86,80.57,110.7,5.41,126.49,12.7,-0.0,14.6
synth_12,Food Processing,severity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,3.0,0.189,59.4,0.75,18.94,18.94,9.47,0.0,18.94,0.0,0.0,1.0,4.0,0.0,0.0,46.68,85.84,89.69,113.15,5.23,127.05,8.22,0.0,12.1
synth_25,Heavy Machinery,availability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,740.94,1481.89,1481.89,0.947,0.947,0.881,74.7,80.77,80.77,74.7,29.71,5.94,3.0,0.809,24.51,0.9,68.76,80.9,32.36,40.45,66.72,9.91,28.31,0.0,0.0,9.91,28.31,0.0,83.96,83.47,93.49,5.29,118.43,27.12,14.0,60.3
synth_31,Plastics,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.0,46.78,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,30.0,84.79,81.69,109.1,4.82,118.13,4.02,0.0,9.7
synth_1,Textiles,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,426.87,853.73,853.73,0.872,0.872,0.974,83.24,83.3,83.17,83.24,13.12,5.25,2.0,0.0,5.03,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.81,88.09,109.63,6.04,130.5,4.17,0.2,4.8
synth_17,Energy,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,2.0,0.0,14.69,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.46,90.31,99.29,4.61,98.86,0.5,0.3,3.1
pharma_hyderabad,Pharmaceuticals,severity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,7.0,7.0,70.0,70.0,0.0,1812.86,6530.0,6530.0,0.9,0.89,0.935,74.4,84.0,84.0,76.0,31.5,11.0,1.0,0.749,61.96,0.6,74.93,74.93,37.47,11.41,74.93,0.0,0.0,1.0,2.0,0.0,0.0,22.13,79.73,73.52,102.98,5.66,97.94,14.84,0.6,25.9
synth_29,Plastics,severity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,3.0,0.807,47.66,0.9,80.69,80.69,40.35,40.35,80.69,19.23,28.24,0.0,0.0,19.23,28.24,0.0,84.04,89.12,101.1,4.68,118.62,29.32,26.3,81.1
synth_23,Construction,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.859,27.71,0.9,85.91,68.73,51.54,42.95,85.91,11.9,30.07,0.0,0.0,11.9,30.07,0.0,83.77,80.72,103.59,5.28,106.69,28.57,15.6,73.5
synth_20,Energy,capacity,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,3.0,0.696,17.15,0.75,69.62,55.69,41.77,15.9,66.32,0.0,0.0,1.0,4.0,0.0,0.0,37.82,81.91,82.48,101.77,3.8,80.68,14.16,0.3,25.3
synth_1,Textiles,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,426.87,853.73,853.73,0.872,0.872,0.974,83.24,83.3,83.17,83.24,13.12,5.25,3.0,0.252,20.48,0.9,25.2,20.16,15.12,12.6,25.2,2.58,8.82,0.0,0.0,2.58,8.82,0.0,81.63,72.08,95.74,4.83,128.93,10.41,4.1,27.3
synth_26,Heavy Machinery,reliability,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.01,0.0,0.0,494.32,699.05,699.05,0.844,0.792,0.883,72.0,82.0,82.0,70.0,18.99,7.33,4.0,0.446,60.91,0.6,37.89,44.58,17.83,1.19,44.58,0.0,0.0,1.0,3.0,0.0,0.0,42.2,86.71,94.91,102.2,5.31,111.53,14.38,0.0,19.4
synth_31,Plastics,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.0,8.45,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85.08,82.09,97.08,3.8,124.33,2.8,0.0,7.3
synth_21,Construction,transit_time_days,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,591.07,1182.14,1182.14,0.88,0.88,0.956,78.34,86.52,70.15,78.34,20.21,7.34,3.0,0.0,30.49,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.86,74.33,104.63,7.41,130.95,2.92,0.2,7.1
synth_30,Plastics,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1536.37,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,0.0,0.299,12.3,0.6,29.86,23.89,17.92,0.0,20.41,0.0,0.0,1.0,4.0,0.0,0.0,11.94,80.24,72.29,103.65,6.29,113.63,3.58,0.0,8.4
synth_26,Heavy Machinery,transit_time_days,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,59.01,0.0,0.0,494.32,699.05,699.05,0.844,0.792,0.883,72.0,82.0,82.0,70.0,18.99,7.33,0.0,0.0,3.18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.02,77.3,104.58,3.83,106.16,0.76,0.8,3.0
synth_18,Energy,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,67.89,0.0,0.0,593.38,1526.99,1526.99,0.884,0.854,0.883,72.0,82.0,82.0,70.0,19.0,7.33,0.0,0.536,4.96,0.6,53.58,42.86,32.15,3.74,14.77,0.0,0.0,1.0,4.0,0.0,0.0,23.42,81.14,93.94,99.36,7.22,118.6,7.77,0.0,11.5
synth_18,Energy,transport_cost,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,67.89,0.0,0.0,593.38,1526.99,1526.99,0.884,0.854,0.883,72.0,82.0,82.0,70.0,19.0,7.33,2.0,1.0,9.18,0.5,0.0,0.0,0.0,33.75,50.99,0.0,155.71,1.0,4.0,0.0,155.71,32.5,84.75,90.11,99.37,4.97,85.22,65.0,0.2,42.8
synth_29,Plastics,transport_cost,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,297.02,594.03,594.03,0.844,0.844,0.94,82.64,90.61,90.61,82.64,12.75,6.73,0.0,0.0,60.86,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.46,85.42,100.37,5.25,121.76,4.06,0.3,10.6
synth_17,Energy,reliability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,382.13,764.27,764.27,0.824,0.824,0.933,77.02,81.19,81.19,77.02,28.15,5.99,0.0,0.463,13.12,1.0,39.37,46.32,18.53,23.16,33.77,3.04,16.21,0.0,0.0,3.04,16.21,0.0,82.86,76.94,103.58,5.71,93.71,13.47,4.4,32.1
consumer_goods_delhi,Consumer Goods,transit_time_days,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,225.83,720.0,720.0,0.925,0.91,0.94,76.6,86.0,86.0,78.0,17.0,6.0,0.0,0.0,2.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,35.0,85.07,101.24,97.38,4.42,122.24,6.07,0.0,5.6
synth_5,Chemicals,availability,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,573.23,1146.47,1146.47,0.93,0.93,0.876,80.44,83.03,83.03,80.44,10.93,8.86,0.0,0.734,2.0,1.0,62.41,73.42,29.37,36.71,8.16,0.73,25.7,0.0,0.0,0.73,25.7,0.0,82.03,74.03,90.73,5.82,115.2,14.85,2.5,38.9
synth_11,Food Processing,reliability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.899,28.63,1.0,76.42,89.91,35.96,44.95,89.91,12.87,31.47,0.0,0.0,12.87,31.47,0.0,82.2,91.48,103.38,4.86,93.23,30.08,17.7,77.9
synth_7,Chemicals,severity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.409,2.1,0.9,40.92,40.92,20.46,20.46,4.77,0.43,14.32,0.0,0.0,0.43,14.32,0.0,82.48,96.4,101.28,6.22,130.32,11.32,2.1,23.2
synth_7,Chemicals,capacity,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,3.0,0.798,19.24,0.9,79.82,63.86,47.89,39.91,79.82,7.68,27.94,0.0,0.0,7.68,27.94,0.0,84.13,72.14,100.84,6.24,99.41,26.3,11.3,62.4
synth_6,Chemicals,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,43.79,0.0,0.0,542.96,1434.29,1534.62,0.834,0.795,0.883,72.0,82.0,82.0,70.0,18.18,7.33,2.0,0.0,62.07,0.5,0.0,0.0,0.0,0.0,0.0,0.7,10.91,1.0,3.0,0.7,10.91,50.0,84.7,84.21,117.21,4.82,117.19,6.74,0.5,10.0
synth_30,Plastics,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1536.37,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,2.0,0.57,47.87,0.5,39.91,28.51,57.02,8.5,57.02,4.09,14.25,1.0,4.0,4.09,14.25,40.02,83.68,65.0,97.64,5.52,119.98,20.78,4.1,33.5
consumer_goods_delhi,Consumer Goods,capacity,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,65.0,85.0,0.0,225.83,720.0,740.0,0.925,0.91,0.94,76.6,86.0,86.0,78.0,17.0,6.0,0.0,0.236,4.81,0.6,23.62,18.89,14.17,0.0,6.31,0.1,5.0,1.0,3.0,0.1,5.0,59.63,80.74,82.51,100.95,6.74,156.71,9.48,-0.0,8.5
industrial_equipment_ahmedabad,Industrial Equipment,transport_cost,2.0,1.0,2.0,1.0,1.0,1.0,1.0,5.0,6.0,7.0,60.0,75.0,0.0,365.0,910.0,910.0,0.93,0.92,0.935,72.6,85.0,85.0,78.0,28.0,9.25,3.0,0.0,30.98,0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.42,87.73,97.49,4.79,85.94,0.72,0.0,3.0
synth_16,Aerospace,transport_cost,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,3.0,0.0,41.05,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,84.29,88.48,107.37,4.61,162.25,5.43,0.4,8.7
synth_30,Plastics,congestion,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,56.66,0.0,0.0,574.88,1536.37,1716.06,0.844,0.791,0.883,72.0,82.0,82.0,70.0,22.8,7.33,2.0,0.275,42.35,0.5,19.25,13.75,27.5,0.0,27.5,2.45,17.78,1.0,3.0,2.45,17.78,45.19,85.45,72.24,99.05,6.16,125.18,16.11,2.8,22.1
synth_19,Energy,congestion,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,1.0,0.662,20.26,0.6,46.37,33.12,66.24,8.35,66.24,2.01,16.56,1.0,1.0,2.01,16.56,23.04,81.54,99.36,104.94,5.6,105.51,23.7,2.4,36.4
synth_1,Textiles,congestion,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,426.87,853.73,853.73,0.872,0.872,0.974,83.24,83.3,83.17,83.24,13.12,5.25,3.0,0.38,32.15,0.9,26.62,19.02,38.03,19.02,38.03,7.95,22.82,0.0,0.0,7.95,22.82,0.0,84.51,91.49,92.39,5.06,114.2,19.8,10.7,54.3
synth_27,Heavy Machinery,transit_time_days,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.426,20.94,0.5,17.05,17.05,25.57,0.04,42.62,5.97,12.79,1.0,1.0,5.97,12.79,42.54,81.77,90.17,110.41,6.33,137.85,19.72,6.1,33.4
synth_20,Energy,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,5.0,0.0,18.04,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.68,72.67,93.79,4.81,117.94,1.16,0.0,3.0
synth_24,Construction,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,2.0,0.0,44.63,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,50.0,81.98,65.0,105.05,6.12,132.85,1.48,0.0,5.9
synth_8,Chemicals,availability,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1020.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,4.0,0.712,5.29,0.6,60.56,71.25,28.5,35.62,25.15,1.89,24.94,0.0,0.0,1.89,24.94,0.0,84.47,80.72,107.98,4.94,133.34,18.62,2.1,37.7
synth_19,Energy,transport_cost,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,4380.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,0.0,0.0,5.83,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.49,86.22,110.63,5.88,118.81,4.1,0.2,6.4
synth_9,Food Processing,capacity,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,3.0,100.0,0.0,1.0,308.11,616.22,616.22,0.956,0.956,0.951,89.09,89.69,89.69,89.09,21.96,11.37,0.0,0.262,59.06,0.6,26.21,20.97,15.72,26.21,26.21,7.74,9.17,0.0,0.0,7.74,9.17,0.0,84.74,89.36,104.9,5.05,136.91,13.55,9.6,41.0
synth_6,Chemicals,capacity,3.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,7.0,7.0,43.79,0.0,0.0,542.96,1434.29,1169.84,0.834,0.795,0.883,72.0,82.0,82.0,70.0,18.18,7.33,0.0,0.24,46.59,0.6,24.03,19.23,14.42,0.0,24.03,1.0,12.73,1.0,4.0,1.0,12.73,39.32,83.68,86.92,106.56,3.84,135.31,15.2,0.7,21.9
synth_24,Construction,transit_time_days,2.0,1.0,0.0,0.0,2.0,1.0,1.0,5.0,8.0,8.0,65.0,0.0,0.0,305.0,1020.0,1140.0,0.87,0.85,0.895,74.5,84.0,76.0,75.0,18.33,6.33,0.0,0.0,46.28,0.6,0.0,0.0,0.0,0.0,0.0,0.5,8.57,1.0,4.0,0.5,8.57,65.0,82.04,88.22,101.56,6.23,78.33,6.38,0.4,10.8
synth_3,Textiles,availability,1.0,0.0,2.0,1.0,1.0,0.0,1.0,5.0,6.0,6.0,100.0,70.0,1.0,1500.0,4380.0,5050.0,0.9,0.9,0.92,77.4,85.0,85.0,77.4,18.0,7.0,2.0,0.0,60.52,0.5,0.0,0.0,0.0,0.0,0.0,3.0,20.14,1.0,1.0,3.0,20.14,50.0,83.78,103.99,97.33,4.38,109.42,12.95,2.8,20.8
