ID,Delivery_person_ID,Delivery_person_Age,Delivery_person_Ratings,Restaurant_latitude,Restaurant_longitude,Delivery_location_latitude,Delivery_location_longitude,Order_Date,Time_Orderd,Time_Order_picked,Weather_conditions,Road_traffic_density,Vehicle_condition,Type_of_order,Type_of_vehicle,multiple_deliveries,Festival,City,Time_taken (min)
0x5107,RANCHIRES07DEL01,20.0,4.5,23.359407,85.325055,23.399407,85.365055,05-04-2022,12:35,12:50,Stormy,High,1,Snack,motorcycle,0.0,No,Urban,13
0x4d38,HYDRES18DEL02,26.0,4.9,17.450851,78.379347,17.530851,78.459347,02-04-2022,19:30,19:35,Sandstorms,Jam,2,Buffet,scooter,0.0,No,Metropolitian,19
0x6862,JAPRES16DEL02,20.0,4.8,26.849596,75.800512,26.929596,75.880512,25-03-2022,20:30,20:35,Cloudy,Jam,1,Drinks,scooter,2.0,No,Metropolitian,38
0x4f8c,SURRES16DEL03,29.0,4.8,21.160437,72.774209,21.190437,72.804209,05-03-2022,17:35,17:45,Sandstorms,Medium,2,Meal,scooter,1.0,No,Metropolitian,28
0x9a7f,COIMBRES01DEL01,27.0,4.5,11.016298,76.972076,11.056298,77.012076,13-03-2022,15:45,0.666666667,Sunny,Medium,2,Snack,scooter,0.0,No,Metropolitian,15
0x63fc,VADRES03DEL03,20.0,4.9,22.32,73.17,22.35,73.2,15-03-2022,23:25,23:35,Sunny,Low,2,Snack,scooter,1.0,No,Metropolitian,20
0x4303,SURRES13DEL01,26.0,4.8,21.170096,72.789122,21.280096,72.899122,31-03-2022,21:50,0.916666667,Sunny,Jam,0,Snack,motorcycle,0.0,No,Urban,16
0xb68b,MYSRES02DEL01,38.0,4.6,12.304569,76.643622,12.344569,76.683622,17-03-2022,15:35,15:40,Sandstorms,Medium,1,Snack,scooter,1.0,No,Metropolitian,30
0x390e,SURRES05DEL02,39.0,4.0,21.175104,72.804342,21.225104,72.854342,15-03-2022,17:25,17:30,Windy,Medium,1,Meal,scooter,1.0,No,Metropolitian,34
0xa9d6,COIMBRES17DEL01,25.0,4.9,11.026117,76.944652,11.066117,76.984652,03-04-2022,15:55,16:10,Sunny,Medium,1,Buffet,scooter,1.0,No,Metropolitian,18
0xbeff,BHPRES15DEL01,,,23.234249,77.434007,23.344249,77.544007,14-02-2022,,22:30,,,3,Drinks,bicycle,1.0,No,Metropolitian,39
0xa56a,BANGRES14DEL01,22.0,4.5,12.949934,77.699386,13.059934,77.809386,23-03-2022,22:25,22:35,Fog,Low,0,Buffet,motorcycle,1.0,No,Metropolitian,22
0x4bfe,CHENRES14DEL02,24.0,4.1,13.026279,80.174568,13.076279,80.224568,13-03-2022,22:10,22:20,Windy,Low,0,Drinks,motorcycle,0.0,No,,17
0x5821,MUMRES010DEL02,34.0,4.3,19.003517,72.82765,19.083517,72.90765,16-03-2022,19:55,0.833333333,Sunny,Jam,0,Meal,motorcycle,1.0,No,Urban,39
0x7bea,BANGRES16DEL02,38.0,4.6,13.029198,77.570997,13.109198,77.650997,08-03-2022,22:50,23:05,Sunny,Low,2,Snack,scooter,1.0,No,Urban,25
0xd73c,GOARES20DEL03,26.0,4.8,0.0,0.0,0.09,0.09,14-02-2022,21:10,21:20,Sunny,Jam,1,Meal,motorcycle,0.0,No,Metropolitian,15
0x4cf6,PUNERES03DEL02,38.0,4.7,18.554382,73.798206,18.634382,73.878206,27-03-2022,1,24:10:00,Sunny,Low,2,Buffet,scooter,1.0,No,Urban,20
0x2c26,BANGRES09DEL02,33.0,5.0,12.934179,77.615797,13.014179,77.695797,25-03-2022,22:45,22:55,Sunny,Low,2,Snack,motorcycle,1.0,No,Metropolitian,20
0x330c,MYSRES15DEL03,33.0,4.8,12.352058,76.60665,12.442058,76.69665,08-03-2022,23:30,23:35,Stormy,Low,2,Buffet,scooter,0.0,No,Urban,23
0xb10c,MUMRES03DEL01,30.0,4.3,19.22384,72.841347,19.33384,72.951347,18-03-2022,19:15,19:25,Sunny,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,37
0xc765,AGRRES09DEL01,38.0,4.6,0.0,0.0,0.07,0.07,16-02-2022,18:15,18:20,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Metropolitian,28
0x962e,RANCHIRES19DEL01,38.0,4.4,23.333017,85.3172,23.403017,85.3872,31-03-2022,17:40,17:50,Stormy,Medium,2,Drinks,scooter,1.0,No,Metropolitian,32
0x8efe,BANGRES02DEL01,27.0,5.0,12.970221,77.645396,13.010221,77.685396,19-03-2022,12:30,12:35,Sandstorms,High,2,Meal,electric_scooter,1.0,No,Metropolitian,27
0x9b77,JAPRES17DEL01,27.0,4.4,26.892312,75.806896,26.932312,75.846896,11-03-2022,13:55,14:05,Sunny,High,0,Meal,motorcycle,2.0,Yes,Urban,54
0x75f0,PUNERES13DEL02,38.0,4.6,18.56245,73.916619,18.61245,73.966619,26-03-2022,20:35,20:50,Cloudy,Jam,2,Buffet,electric_scooter,1.0,No,Metropolitian,33
0x41b4,RANCHIRES010DEL02,39.0,4.9,23.354422,85.3329,23.374422,85.3529,24-03-2022,11:30,11:40,Fog,High,1,Buffet,scooter,1.0,No,Metropolitian,37
0x90f8,INDORES17DEL02,28.0,4.0,22.761226,75.887522,22.891226,76.017522,20-03-2022,20:15,20:30,Cloudy,Jam,2,Snack,motorcycle,1.0,No,Metropolitian,44
0x2bbe,COIMBRES14DEL02,30.0,4.9,11.003681,76.975525,11.053681,77.025525,28-03-2022,21:55,22:05,Stormy,Jam,2,Meal,scooter,1.0,No,Urban,32
0x59e4,BANGRES14DEL03,20.0,4.7,12.949934,77.699386,13.009934,77.759386,21-03-2022,19:50,20:05,Windy,Jam,0,Buffet,motorcycle,0.0,No,Metropolitian,18
0xd52a,KNPRES08DEL03,32.0,4.8,0.0,0.0,0.09,0.09,12-02-2022,22:25,22:40,Sandstorms,Low,0,Snack,motorcycle,1.0,No,Urban,23
0x6a51,MUMRES11DEL02,27.0,4.8,18.994237,72.825553,19.124237,72.955553,06-03-2022,22:45,22:50,Fog,Low,1,Snack,scooter,0.0,No,Metropolitian,27
0xbf10,KOLRES010DEL02,,,-22.538999,-88.322337,22.668999,88.452337,18-02-2022,,19:30,Stormy,Jam,1,Buffet,motorcycle,1.0,No,Metropolitian,22
0x6479,SURRES07DEL03,23.0,5.0,21.170798,72.790489,21.200798,72.820489,01-04-2022,0.958333333,23:10,Fog,Low,1,Drinks,motorcycle,1.0,No,Metropolitian,17
0xd6cc,LUDHRES09DEL01,32.0,4.9,30.885814,75.786976,30.955814,75.856976,12-02-2022,21:10,21:25,Stormy,Jam,1,Snack,scooter,1.0,No,Metropolitian,30
0x4a05,BANGRES07DEL01,35.0,4.9,12.978453,77.643685,13.088453,77.753685,16-03-2022,22:20,22:30,Cloudy,Low,1,Buffet,motorcycle,0.0,No,Metropolitian,30
0xd433,ALHRES15DEL03,33.0,3.9,25.449872,81.836167,25.589872,81.976167,12-02-2022,21:55,22:05,Windy,Jam,2,Meal,motorcycle,1.0,No,Metropolitian,34
0x7cb1,RANCHIRES13DEL02,39.0,5.0,23.374989,85.335486,23.424989,85.385486,01-04-2022,22:20,22:30,Sunny,Low,1,Meal,motorcycle,,No,Urban,17
0x386f,COIMBRES06DEL02,36.0,4.7,11.021278,76.995017,11.041278,77.015017,15-03-2022,08:10,08:20,Sandstorms,Low,2,Drinks,scooter,1.0,No,Metropolitian,21
0x259d,MYSRES07DEL02,32.0,5.0,12.325461,76.632278,12.455461,76.762278,02-03-2022,17:30,17:45,Fog,Medium,0,Meal,motorcycle,0.0,No,Metropolitian,47
0x1a4b,MYSRES08DEL01,29.0,5.0,12.297954,76.665169,12.337954,76.705169,01-04-2022,16:20,16:35,Sunny,Medium,0,Drinks,motorcycle,0.0,No,Metropolitian,20
0x494a,MUMRES08DEL02,35.0,4.5,19.065838,72.832658,19.145838,72.912658,16-03-2022,23:45,1,Fog,Low,2,Drinks,scooter,1.0,No,Metropolitian,39
0x18be,MUMRES18DEL02,,,19.1093,72.825451,19.1893,72.905451,14-03-2022,,17:50,Stormy,Medium,0,Drinks,motorcycle,0.0,No,Urban,23
0x8e1c,JAPRES17DEL03,38.0,4.7,26.892312,75.806896,26.922313,75.836896,05-03-2022,18:15,18:25,Windy,Medium,1,Buffet,scooter,1.0,No,,33
0x9df2,HYDRES12DEL02,35.0,4.7,17.429585,78.392621,17.509585,78.472621,06-03-2022,18:45,18:50,Fog,Medium,2,Snack,scooter,1.0,No,Metropolitian,39
0xa049,JAPRES18DEL03,34.0,5.0,26.913987,75.752891,26.973987,75.812891,01-04-2022,18:25,18:40,Stormy,Medium,1,Drinks,scooter,0.0,No,Metropolitian,28
0xabd1,PUNERES16DEL03,31.0,4.8,18.536718,73.830327,18.596719,73.890327,03-04-2022,23:50,23:55,Sandstorms,Low,1,Meal,motorcycle,0.0,No,Metropolitian,23
0x8916,HYDRES02DEL02,24.0,4.6,17.41233,78.449654,17.43233,78.469654,05-04-2022,11:25,11:40,Fog,High,0,Buffet,motorcycle,0.0,No,Urban,23
0xdfa,VADRES20DEL03,31.0,4.8,22.311358,73.164798,22.371358,73.224798,28-03-2022,17:50,0.75,Sunny,Medium,1,Meal,motorcycle,0.0,No,Urban,15
0x4b30,SURRES15DEL01,30.0,4.2,21.160522,72.771477,21.230522,72.841477,02-03-2022,20:25,20:30,Stormy,Jam,0,Snack,motorcycle,3.0,Yes,Metropolitian,53
0x66af,JAPRES02DEL03,25.0,4.7,26.914142,75.805704,27.004142,75.895704,14-03-2022,22:35,22:45,Fog,Low,1,Meal,scooter,1.0,No,Metropolitian,29
0xd107,LUDHRES03DEL01,28.0,4.9,30.88722,75.804893,30.99722,75.914893,12-02-2022,17:15,17:20,Cloudy,Medium,0,Snack,motorcycle,0.0,No,Metropolitian,30
0x858,RANCHIRES15DEL02,35.0,4.9,23.369746,85.33982,23.389746,85.35982,01-04-2022,09:20,09:25,Cloudy,Low,1,Meal,scooter,1.0,No,Metropolitian,18
0xad95,PUNERES08DEL03,35.0,4.6,18.53408,73.89852,18.62408,73.98852,10-03-2022,22:50,22:55,Sunny,Low,1,Snack,motorcycle,1.0,No,,25
0x8137,INDORES19DEL01,22.0,4.9,22.745536,75.893106,22.755536,75.903106,03-04-2022,11:45,0.5,Windy,High,0,Buffet,motorcycle,1.0,No,Urban,38
0x9a41,VADRES11DEL01,35.0,4.1,22.308096,73.167753,22.378096,73.237753,04-03-2022,20:55,21:10,Stormy,Jam,2,Buffet,motorcycle,2.0,No,Metropolitian,33
0x63c,VADRES15DEL03,,,0.0,0.0,0.09,0.09,04-03-2022,,17:55,Windy,Medium,1,Drinks,motorcycle,2.0,No,Urban,37
0xcba2,GOARES04DEL01,37.0,5.0,15.5696,73.742294,15.6796,73.852294,12-02-2022,0.75,18:05,Stormy,Medium,0,Snack,motorcycle,2.0,No,Metropolitian,41
0xb025,SURRES18DEL02,38.0,4.4,21.149834,72.778666,21.279834,72.908666,16-03-2022,19:50,19:55,Cloudy,Jam,2,Drinks,electric_scooter,1.0,No,Urban,41
0x8c1b,INDORES06DEL01,21.0,4.7,22.728163,75.884212,22.738163,75.894212,11-03-2022,11:15,11:30,Windy,High,2,Snack,motorcycle,1.0,No,Metropolitian,22
0x8342,PUNERES03DEL02,26.0,4.6,18.554382,73.798206,18.634382,73.878206,08-03-2022,20:25,20:40,Stormy,Jam,0,Buffet,motorcycle,1.0,No,Metropolitian,36
0xee0,COIMBRES03DEL02,37.0,4.8,11.025083,77.015393,11.105083,77.095393,14-03-2022,19:50,19:55,Windy,Jam,0,Drinks,motorcycle,2.0,No,Metropolitian,35
0x52f,INDORES04DEL03,,,22.753659,75.903365,22.783659,75.933365,21-03-2022,,22:20,Sunny,Low,1,Buffet,motorcycle,1.0,No,Metropolitian,12
0x39d6,RANCHIRES07DEL02,29.0,4.8,23.359407,85.325055,23.489407,85.455055,02-03-2022,23:35,23:40,Stormy,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,19
0xb04d,RANCHIRES13DEL01,36.0,5.0,23.374989,85.335486,23.444989,85.405486,06-03-2022,20:30,20:40,Cloudy,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,38
0x641a,MYSRES06DEL02,24.0,4.8,12.323994,76.626167,12.343994,76.646167,09-03-2022,10:40,10:55,Stormy,Low,2,Snack,scooter,1.0,No,Urban,17
0xc7ba,BHPRES07DEL02,30.0,5.0,0.0,0.0,0.13,0.13,18-02-2022,0.958333333,23:15,Sandstorms,Low,2,Buffet,scooter,1.0,No,Metropolitian,23
0x44f0,RANCHIRES04DEL02,32.0,4.2,23.359033,85.325347,23.379033,85.345347,03-04-2022,08:30,08:40,Sandstorms,Low,0,Buffet,motorcycle,0.0,No,Urban,24
0xaf78,RANCHIRES19DEL01,23.0,4.8,23.333017,85.3172,23.343017,85.3272,17-03-2022,09:30,09:45,Sunny,Low,2,Drinks,electric_scooter,0.0,No,Metropolitian,16
0x54e,JAPRES06DEL02,,,-26.911927,75.797282,26.961927,75.847282,30-03-2022,,19:25,Cloudy,Jam,1,Drinks,motorcycle,,No,Urban,20
0x6d19,INDORES12DEL02,38.0,4.9,22.74806,75.8934,22.76806,75.9134,11-03-2022,08:40,08:55,Cloudy,Low,2,Drinks,scooter,1.0,No,Urban,15
0xdc46,KNPRES18DEL01,31.0,4.9,26.474133,80.3481,26.484133,80.3581,13-02-2022,11:45,11:55,Sandstorms,High,2,Snack,scooter,1.0,No,Metropolitian,33
0x6147,COIMBRES07DEL01,21.0,4.6,10.96185,76.971082,11.00185,77.011082,15-03-2022,13:15,13:25,Fog,High,1,Drinks,motorcycle,1.0,No,,23
0xdc9e,ALHRES07DEL01,38.0,4.7,25.449659,81.839744,25.519659,81.909744,12-02-2022,19:50,20:05,Cloudy,Jam,2,Snack,scooter,1.0,No,Metropolitian,46
0x44d7,COIMBRES06DEL02,27.0,4.6,11.021278,76.995017,11.071278,77.045017,28-03-2022,21:20,21:35,Stormy,Jam,0,Buffet,motorcycle,,No,Metropolitian,33
0xce83,KNPRES14DEL03,30.0,4.7,26.463504,80.372929,26.523504,80.432929,13-02-2022,18:10,18:15,Fog,Medium,0,Buffet,motorcycle,0.0,No,Metropolitian,25
0xdd97,DEHRES19DEL02,28.0,4.8,30.372202,78.077151,30.392202,78.097151,15-02-2022,08:35,08:40,Sunny,Low,2,Drinks,scooter,0.0,No,Metropolitian,16
0x8cce,INDORES04DEL02,21.0,5.0,22.753659,75.903365,22.803659,75.953365,05-04-2022,23:35,23:45,Stormy,Low,2,Snack,scooter,0.0,,Urban,10
0x8799,PUNERES08DEL02,31.0,4.9,18.53408,73.89852,18.61408,73.97852,06-03-2022,21:35,21:45,Fog,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,54
0x97b9,HYDRES06DEL01,23.0,2.5,17.455894,78.375467,17.525894,78.445467,31-03-2022,23:10,23:25,Sunny,Low,2,Drinks,electric_scooter,1.0,No,Urban,32
0xaff,MYSRES11DEL02,36.0,4.3,12.323225,76.630028,12.453225,76.760028,20-03-2022,19:45,0.833333333,Windy,Jam,1,Meal,scooter,1.0,No,Urban,33
0x249d,JAPRES18DEL01,34.0,4.9,26.913987,75.752891,26.983987,75.822891,06-04-2022,22:55,0.958333333,Stormy,Low,1,Meal,scooter,1.0,No,Metropolitian,28
0xbbbb,COIMBRES20DEL01,39.0,5.0,10.994136,76.963303,11.034136,77.003303,19-03-2022,15:20,15:35,Fog,Medium,2,Buffet,scooter,1.0,No,Metropolitian,19
0x6daf,SURRES13DEL02,29.0,4.9,21.170096,72.789122,21.190096,72.809122,05-04-2022,08:35,08:50,Sandstorms,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,17
0x71d5,BANGRES13DEL03,36.0,4.6,12.935662,77.61413,12.995662,77.67413,19-03-2022,18:40,18:45,Stormy,Medium,1,Meal,scooter,1.0,No,Metropolitian,27
0x6d09,RANCHIRES09DEL02,26.0,4.8,23.351058,85.325731,23.481058,85.455731,18-03-2022,22:50,0.958333333,Fog,Low,2,Drinks,scooter,0.0,No,Urban,27
0xaaa2,VADRES07DEL01,34.0,4.6,0.0,0.0,0.04,0.04,28-03-2022,15:35,15:40,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,24
0xaaec,PUNERES010DEL01,28.0,4.9,18.539299,73.897902,18.549299,73.907902,17-03-2022,08:55,09:05,Fog,Low,0,Drinks,motorcycle,1.0,No,Metropolitian,15
0x5199,MUMRES11DEL01,28.0,4.5,18.994237,72.825553,19.034237,72.865553,13-03-2022,15:55,16:05,Sunny,Medium,1,Meal,scooter,1.0,No,Urban,15
0x8d10,JAPRES04DEL01,29.0,4.8,26.902328,75.794257,26.942328,75.834257,11-03-2022,15:40,15:45,Cloudy,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,22
0x819a,PUNERES06DEL01,29.0,4.7,18.546258,73.904337,18.656258,74.014337,27-03-2022,20:10,20:25,Windy,Jam,0,Meal,motorcycle,1.0,No,Metropolitian,36
0x2bd0,BANGRES09DEL03,25.0,4.9,12.934179,77.615797,13.024179,77.705797,23-03-2022,22:15,22:30,Cloudy,Low,0,Snack,motorcycle,0.0,No,Urban,24
0x32f8,INDORES010DEL01,35.0,4.9,22.75004,75.902847,22.76004,75.912847,13-03-2022,10:30,10:40,Stormy,Low,2,Drinks,scooter,1.0,No,Urban,20
0xe74,JAPRES09DEL03,,,26.911378,75.789034,26.971378,75.849034,26-03-2022,23:50,24:05:00,Cloudy,Low,2,Meal,motorcycle,0.0,No,Metropolitian,16
0xc37b,GOARES11DEL01,,,15.544419,73.755736,15.654419,73.865736,16-02-2022,,21:25,Sandstorms,Jam,1,Drinks,scooter,1.0,No,Metropolitian,34
0x97fc,SURRES11DEL01,20.0,4.8,21.157735,72.768778,21.167735,72.778778,15-03-2022,0.416666667,10:05,Stormy,Low,2,Meal,electric_scooter,0.0,No,Metropolitian,11
0x6f88,INDORES15DEL02,39.0,4.6,22.760072,75.892574,22.780072,75.912574,01-04-2022,08:40,08:45,Windy,Low,1,Meal,motorcycle,1.0,No,Metropolitian,25
0x437e,COIMBRES08DEL01,30.0,4.6,11.001852,76.976268,11.071852,77.046268,04-04-2022,20:25,20:40,Cloudy,Jam,2,Meal,scooter,1.0,No,Metropolitian,44
0x45d0,MUMRES01DEL01,26.0,4.6,19.12663,72.829976,19.13663,72.839976,26-03-2022,11:50,12:05,Sunny,High,1,Buffet,motorcycle,1.0,No,Urban,14
0x4934,INDORES03DEL03,24.0,4.9,22.751857,75.866699,22.841857,75.956699,27-03-2022,18:30,18:45,Fog,Medium,0,Meal,motorcycle,1.0,No,Metropolitian,33
0x1021,INDORES03DEL03,27.0,5.0,22.751857,75.866699,22.841857,75.956699,04-03-2022,20:10,20:20,Stormy,Jam,1,Buffet,motorcycle,0.0,No,Metropolitian,27
0x9eb5,RANCHIRES06DEL01,38.0,4.9,23.357804,85.325146,23.367804,85.335146,11-03-2022,10:30,10:45,Sandstorms,Low,2,Meal,motorcycle,1.0,No,Metropolitian,23
0x3f6e,JAPRES03DEL01,26.0,4.5,26.913483,75.803139,26.953483,75.843139,01-04-2022,13:20,13:25,Windy,High,2,Drinks,scooter,1.0,No,Metropolitian,18
0x4870,MUMRES15DEL03,29.0,4.7,19.176269,72.836721,19.266269,72.926721,12-03-2022,19:55,0.833333333,Sandstorms,Jam,0,Buffet,motorcycle,1.0,No,Urban,26
0x7dd,SURRES08DEL02,23.0,4.9,21.173343,72.792731,21.193343,72.812731,05-04-2022,08:20,08:25,Stormy,Low,1,Drinks,motorcycle,0.0,No,Metropolitian,10
0xd5cf,KNPRES13DEL01,34.0,4.9,26.481547,80.299775,26.521547,80.339775,13-02-2022,13:25,13:35,Windy,High,2,Meal,motorcycle,1.0,No,Metropolitian,28
0x2ad7,PUNERES05DEL02,34.0,4.6,18.543626,73.905101,18.563626,73.925101,28-03-2022,10:25,10:30,Cloudy,Low,1,Snack,motorcycle,1.0,No,Metropolitian,17
0xcea0,KOCRES18DEL01,26.0,5.0,9.957144,76.296783,10.027144,76.366783,14-02-2022,22:40,22:45,Cloudy,Low,2,Buffet,electric_scooter,1.0,No,Metropolitian,26
0x96a3,BANGRES08DEL01,39.0,5.0,12.906229,77.596791,12.946229,77.636791,17-03-2022,0.583333333,14:05,Windy,High,0,Buffet,motorcycle,0.0,No,Metropolitian,38
0xb79c,JAPRES19DEL01,39.0,4.5,26.913726,75.75282,26.923726,75.762821,26-03-2022,11:15,11:30,Sunny,High,1,Meal,motorcycle,1.0,No,Metropolitian,24
0xca1,HYDRES19DEL01,20.0,4.7,17.458998,78.500366,17.498998,78.540366,17-03-2022,15:30,15:45,Sunny,Medium,2,Meal,scooter,1.0,No,Metropolitian,10
0x7d08,PUNERES06DEL02,34.0,4.8,18.546258,73.904337,18.626258,73.984337,04-03-2022,23:35,23:50,Sunny,Low,2,Meal,electric_scooter,1.0,No,Urban,23
0x53dd,BANGRES05DEL02,36.0,5.0,12.970324,77.645748,13.050324,77.725748,18-03-2022,19:10,19:15,Cloudy,Jam,1,Meal,scooter,1.0,No,Metropolitian,35
0x6191,VADRES01DEL01,,,22.307898,73.167788,22.417898,73.277788,23-03-2022,,23:20,Sunny,Low,0,Meal,motorcycle,1.0,No,Metropolitian,28
0x2f9d,CHENRES07DEL01,32.0,3.5,13.081878,80.248519,13.191878,80.358519,06-03-2022,17:25,17:40,Stormy,Medium,2,Snack,scooter,1.0,No,Metropolitian,33
0x4574,MUMRES14DEL02,31.0,3.5,19.1813,72.836191,19.2613,72.916191,16-03-2022,21:35,21:45,Windy,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,35
0x1ead,MUMRES20DEL03,,,19.103249,72.846749,19.193249,72.936749,27-03-2022,,18:25,Sunny,Medium,2,Drinks,motorcycle,1.0,No,Urban,25
0x9ad3,CHENRES20DEL01,24.0,4.6,12.975996,80.221898,13.085996,80.331898,20-03-2022,23:50,1,Stormy,Low,1,Meal,scooter,0.0,No,Metropolitian,13
0x29aa,PUNERES16DEL01,38.0,5.0,18.536718,73.830327,18.576718,73.870328,05-04-2022,16:25,16:40,Cloudy,Medium,1,Buffet,scooter,0.0,No,Metropolitian,17
0x35ad,MUMRES010DEL01,27.0,4.5,19.003517,72.82765,19.073517,72.89765,18-03-2022,23:20,23:25,Sandstorms,Low,0,Meal,motorcycle,0.0,No,Metropolitian,16
0x93a3,MYSRES01DEL01,35.0,5.0,12.311072,76.654878,12.351072,76.694878,30-03-2022,14:25,14:35,Fog,High,2,Meal,electric_scooter,1.0,No,Metropolitian,26
0x592c,RANCHIRES20DEL03,32.0,4.1,23.39925,85.390464,23.48925,85.480464,02-03-2022,20:20,20:25,Cloudy,Jam,1,Meal,motorcycle,1.0,No,Metropolitian,49
0x993f,MUMRES03DEL02,38.0,4.6,19.22384,72.841347,19.27384,72.891347,03-04-2022,21:10,21:15,Fog,Jam,0,Drinks,motorcycle,1.0,No,Metropolitian,26
0x517b,RANCHIRES15DEL02,33.0,4.7,23.369746,85.33982,23.499746,85.46982,06-03-2022,19:50,20:05,Sunny,Jam,2,Snack,electric_scooter,1.0,No,Metropolitian,28
0x4240,PUNERES05DEL02,15.0,1.0,18.543626,73.905101,18.623626,73.985101,08-03-2022,,21:25,,,3,Meal,bicycle,0.0,No,Metropolitian,21
0x461e,BANGRES03DEL02,29.0,4.9,12.979166,77.640709,13.059166,77.720709,31-03-2022,20:20,20:35,Sunny,Jam,1,Drinks,scooter,1.0,No,Urban,19
0xc68f,KOLRES19DEL01,28.0,4.6,22.5491,88.400467,22.6191,88.470467,18-02-2022,17:30,17:40,Sunny,Medium,1,Snack,motorcycle,0.0,No,Metropolitian,13
0x9bdc,CHENRES19DEL01,26.0,4.6,12.986047,80.218114,13.096047,80.328114,25-03-2022,17:55,18:05,Sandstorms,Medium,1,Buffet,scooter,0.0,No,Urban,21
0x610c,CHENRES16DEL02,39.0,4.6,13.049645,80.242268,13.099645,80.292268,01-04-2022,20:50,0.875,Sunny,Jam,1,Snack,scooter,0.0,No,Metropolitian,20
0xe131,BHPRES02DEL03,34.0,4.9,0.0,0.0,0.06,0.06,13-02-2022,22:50,0.958333333,Windy,Low,1,Drinks,scooter,1.0,No,Metropolitian,26
0x1101,INDORES16DEL02,28.0,4.1,22.744648,75.894377,22.824648,75.974377,31-03-2022,20:20,20:30,Windy,Jam,0,Meal,motorcycle,2.0,No,Urban,36
0xb964,SURRES07DEL01,37.0,4.1,21.170798,72.790489,21.180798,72.800489,07-03-2022,0.458333333,11:05,Stormy,Low,0,Drinks,motorcycle,0.0,No,Metropolitian,33
0xaa92,BANGRES010DEL01,26.0,4.9,12.933298,77.614293,12.973298,77.654293,11-03-2022,13:30,13:45,Cloudy,High,2,Buffet,electric_scooter,1.0,No,Metropolitian,22
0xcd84,KOLRES18DEL02,29.0,4.9,22.569367,88.433187,22.699367,88.563187,18-02-2022,18:30,18:40,Windy,Medium,2,Buffet,motorcycle,1.0,No,Metropolitian,23
0x5bb6,RANCHIRES19DEL03,35.0,4.9,23.333017,85.3172,23.423017,85.4072,04-03-2022,22:55,23:05,Sandstorms,Low,2,Meal,scooter,1.0,No,Urban,15
0xd349,DEHRES20DEL01,23.0,4.7,0.0,0.0,0.07,0.07,16-02-2022,0.875,21:05,Sandstorms,Jam,2,Drinks,scooter,1.0,No,Metropolitian,23
0xdfa9,DEHRES13DEL01,38.0,4.6,30.366322,78.070453,30.476322,78.180453,12-02-2022,18:20,18:35,Windy,Medium,2,Meal,scooter,1.0,No,Urban,25
0xdf0d,DEHRES18DEL03,26.0,4.9,0.0,0.0,0.03,0.03,15-02-2022,0.875,21:05,Windy,Jam,0,Meal,motorcycle,0.0,No,Metropolitian,36
0x7aa9,PUNERES20DEL03,23.0,4.8,18.592718,73.773572,18.622718,73.803572,01-04-2022,20:30,20:40,Stormy,Jam,2,Snack,scooter,1.0,No,Metropolitian,13
0x3cde,VADRES02DEL01,26.0,4.4,0.0,0.0,0.07,0.07,02-04-2022,19:10,19:15,Cloudy,Jam,2,Drinks,scooter,1.0,No,Metropolitian,39
0xb5f7,VADRES16DEL03,23.0,4.9,0.0,0.0,0.06,0.06,05-03-2022,22:35,22:50,Sandstorms,Low,2,Drinks,scooter,1.0,No,Urban,19
0x467a,PUNERES16DEL01,37.0,4.7,18.536718,73.830327,18.646718,73.940327,25-03-2022,23:25,23:40,Windy,Low,1,Meal,scooter,1.0,No,Metropolitian,16
0x1c6c,JAPRES010DEL02,22.0,4.9,26.921411,75.793604,26.971411,75.843604,09-03-2022,21:30,21:35,Cloudy,Jam,0,Snack,motorcycle,0.0,No,Metropolitian,24
0x5a86,HYDRES03DEL03,24.0,5.0,17.422819,78.449578,17.512819,78.539578,25-03-2022,19:55,20:05,Sunny,Jam,1,Drinks,motorcycle,1.0,No,Metropolitian,20
0xb68e,JAPRES13DEL01,27.0,4.5,26.846156,75.8023,26.956156,75.9123,04-03-2022,22:25,22:30,Sunny,Low,0,Snack,motorcycle,1.0,No,Urban,29
0x17f0,JAPRES04DEL02,37.0,4.6,26.902328,75.794257,26.952328,75.844257,13-03-2022,18:25,18:35,Sunny,Medium,2,Drinks,electric_scooter,1.0,No,Metropolitian,19
0x97a7,PUNERES09DEL02,21.0,4.6,18.536562,73.896485,18.556562,73.916485,01-03-2022,11:20,11:35,Cloudy,High,2,Meal,scooter,0.0,No,Metropolitian,27
0x5cbe,RANCHIRES05DEL03,30.0,4.8,23.355164,85.324097,23.445164,85.414097,18-03-2022,17:50,18:05,Fog,Medium,0,Meal,motorcycle,2.0,No,Metropolitian,43
0x1836,RANCHIRES03DEL03,29.0,4.7,0.0,0.0,0.06,0.06,24-03-2022,17:50,0.75,Windy,Medium,0,Buffet,motorcycle,1.0,No,Urban,24
