industry,import_dependency,supplier_concentration,major_suppliers_count,alternative_suppliers_count,avg_lead_time_days,inventory_days,safety_stock_days,monthly_procurement_lakhs,port_dependency,road_dependency,transport_mode,primary_port,shock_type,duration_days,severity_pct,crude_price_change_pct,usd_inr_change_pct,freight_index_change_pct,commodity_price_change_pct,inflation_rate_pct,port_congestion_pct,road_congestion_pct,transport_delay_days,cost_impact_pct,lead_time_impact_days,risk_score
Pharmaceuticals,75.7,19.8,1,0,37.4,34.9,18.6,158.3,69.0,57.9,Multimodal,Cochin Port,Monsoon Flooding & Highway Blockade,15.0,39.6,10.46,3.24,19.85,14.66,6.94,30.7,79.2,6.2,14.6,10.1,42.1
Textiles,39.4,51.1,5,2,15.7,44.2,16.8,34.8,32.7,61.5,Road,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,27.0,59.4,6.38,0.57,31.33,2.07,4.99,68.9,38.4,2.3,7.45,5.9,31.2
Electronics,54.2,56.0,3,0,8.7,12.0,3.1,204.7,99.0,57.9,Sea,Kolkata & Haldia,Crude Oil Surge & Fuel Surcharge,30.0,38.8,24.66,-0.62,3.75,-1.3,7.26,52.0,32.9,2.8,8.6,8.3,58.7
Chemicals,68.9,68.1,5,1,18.5,17.3,6.5,146.6,41.6,59.2,Road,Hazira (Surat),Monsoon Flooding & Highway Blockade,34.0,34.4,-6.1,1.98,9.07,1.62,6.47,34.4,64.8,2.9,5.78,5.6,40.9
Engineering,35.6,55.3,2,2,16.1,21.9,9.4,125.0,48.9,85.8,Road,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),30.0,81.6,5.03,7.35,9.79,5.47,6.29,55.9,33.2,2.4,10.84,8.0,44.7
Textiles,14.1,73.6,5,3,11.1,33.4,14.5,101.2,30.9,76.5,Road,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-3.53,0.8,10.13,-0.69,5.24,25.6,35.8,0.0,2.9,0.2,14.2
FMCG,45.8,49.5,1,3,13.9,22.9,11.9,693.7,33.3,50.3,Rail,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,35.0,72.6,6.06,0.75,19.06,9.9,4.66,46.8,84.6,4.6,9.52,9.5,43.0
Engineering,58.1,34.9,4,1,21.7,35.0,12.7,26.7,48.5,73.3,Road,JNPT (Navi Mumbai),Critical Raw Material Shortage,12.0,80.7,8.02,1.44,2.7,42.79,6.09,52.4,54.4,1.4,17.43,7.5,44.5
FMCG,38.3,44.4,6,7,17.8,13.5,6.7,35.9,10.8,35.6,Road,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,44.0,51.8,9.08,2.68,28.84,7.14,5.64,70.3,43.1,4.2,8.27,5.5,43.6
Pharmaceuticals,65.6,54.8,4,2,18.1,32.4,14.1,1551.1,83.5,98.0,Road,Mundra (Gujarat),Monsoon Flooding & Highway Blockade,38.0,57.2,7.62,3.9,-9.84,8.21,5.85,42.9,71.1,9.7,15.82,17.0,59.9
FMCG,18.2,67.9,5,3,4.0,8.4,3.2,84.5,17.9,61.0,Road,Cochin Port,None (Normal Baseline),0.0,0.0,-2.97,1.77,3.59,-1.27,4.26,17.9,32.1,1.1,1.26,0.3,17.6
Electronics,46.2,76.4,4,3,18.1,16.8,5.8,55.7,73.8,38.4,Road,Hazira (Surat),Major Port Congestion & Strike,20.0,61.5,5.98,3.35,49.49,7.86,4.61,62.9,44.3,8.0,17.5,12.7,68.9
Pharmaceuticals,58.8,46.8,4,5,25.5,35.9,11.0,12.5,83.6,95.7,Multimodal,Chennai Port,Major Port Congestion & Strike,34.0,28.1,5.22,0.66,40.16,6.44,6.46,63.0,65.0,3.9,14.64,9.8,44.3
Textiles,27.9,31.1,3,0,10.5,16.7,8.0,113.3,60.7,59.2,Sea,JNPT (Navi Mumbai),Crude Oil Surge & Fuel Surcharge,22.0,52.6,26.01,0.64,-2.3,6.12,4.92,48.0,64.3,3.1,9.75,7.6,43.7
Electronics,73.3,37.0,4,0,28.7,21.0,10.7,91.8,79.3,98.0,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,-3.1,0.08,2.0,1.98,5.47,21.8,25.1,1.4,0.0,0.0,25.2
FMCG,5.0,37.9,5,7,8.2,5.0,2.0,367.1,0.0,50.5,Sea,Chennai Port,Global Container Shortage,24.0,94.8,-2.71,-0.73,109.02,6.68,7.06,52.0,40.6,3.4,3.72,5.0,57.6
Steel & Metallurgy,33.7,64.2,2,3,7.8,24.0,6.4,259.4,46.1,78.6,Road,JNPT (Navi Mumbai),Critical Raw Material Shortage,30.0,85.0,8.21,2.3,-3.91,87.58,4.9,32.9,19.1,2.9,37.35,6.6,60.6
Textiles,33.5,67.0,2,3,22.3,23.6,9.0,98.0,42.4,82.3,Road,Cochin Port,None (Normal Baseline),0.0,0.0,0.04,-0.32,2.66,-2.14,5.95,32.7,25.3,0.9,1.54,0.4,20.1
Pharmaceuticals,75.4,15.0,4,1,25.2,30.6,12.4,1306.2,68.8,75.7,Road,Visakhapatnam,Critical Raw Material Shortage,43.0,94.9,-2.12,1.19,8.52,46.28,5.97,33.1,41.6,0.7,24.22,10.2,64.8
Engineering,32.4,33.2,6,5,13.2,18.7,5.2,16.5,34.8,82.9,Sea,Kolkata & Haldia,Critical Raw Material Shortage,9.0,74.7,15.0,-0.54,1.45,54.9,8.22,35.9,33.5,1.6,21.06,4.9,50.7
FMCG,34.2,33.2,2,5,17.3,29.6,9.4,79.7,5.4,58.9,Multimodal,Visakhapatnam,Monsoon Flooding & Highway Blockade,15.0,45.5,3.57,3.82,8.89,10.2,6.88,15.0,71.8,6.1,8.49,8.2,31.9
Pharmaceuticals,42.7,68.4,6,0,25.4,39.1,18.4,29.7,74.8,54.2,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,5.0,66.1,41.67,2.88,1.26,14.04,6.12,34.9,51.5,1.7,13.0,6.4,37.3
Pharmaceuticals,67.0,46.2,3,2,27.7,30.9,15.1,441.8,99.0,59.9,Sea,Chennai Port,None (Normal Baseline),0.0,0.0,-2.87,-0.08,-1.72,1.19,4.92,18.3,32.9,0.6,0.22,0.6,23.8
Engineering,33.4,90.2,5,2,25.0,5.0,2.0,154.4,50.1,61.8,Road,Mundra (Gujarat),Import Tariff & Trade Restriction,22.0,43.7,17.01,5.17,33.53,23.02,5.92,38.8,43.8,3.2,17.56,5.5,77.5
Textiles,27.7,87.5,1,6,15.8,35.2,9.0,35.0,38.7,81.7,Road,Cochin Port,Monsoon Flooding & Highway Blockade,5.0,40.0,1.42,0.45,17.13,6.31,5.15,18.9,72.0,2.7,5.15,5.3,24.1
Steel & Metallurgy,17.7,72.4,3,4,4.0,27.5,11.6,723.0,40.3,52.5,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,0.01,1.68,5.97,2.39,5.24,12.1,27.1,0.4,0.6,0.8,19.1
Steel & Metallurgy,36.7,50.0,3,1,19.2,19.4,7.3,15.1,30.0,75.3,Road,Mundra (Gujarat),Monsoon Flooding & Highway Blockade,28.0,40.6,-0.57,0.06,-0.13,3.14,6.45,52.7,59.3,6.9,6.16,9.1,39.2
Electronics,66.2,71.8,3,1,23.5,19.0,10.4,205.2,53.1,61.4,Road,Chennai Port,Import Tariff & Trade Restriction,14.0,57.7,10.34,1.69,14.58,18.06,7.61,44.9,55.8,2.7,13.28,6.8,50.2
Chemicals,55.5,50.2,2,1,12.6,19.8,5.6,31.2,66.6,39.5,Road,Kolkata & Haldia,Labor Union Agitation,15.0,73.2,-2.33,1.83,7.2,3.21,6.71,49.2,73.9,5.6,6.39,10.4,44.9
Electronics,74.6,49.4,2,2,12.0,30.1,14.7,155.4,99.0,48.2,Sea,Kolkata & Haldia,Currency Depreciation (USD/INR Spike),9.0,89.2,-4.96,8.04,4.54,7.25,5.48,32.6,47.9,3.8,13.63,9.1,48.6
Chemicals,40.7,54.4,1,4,20.6,28.6,8.7,15.4,35.9,60.0,Road,Chennai Port,Global Container Shortage,30.0,77.8,9.54,-0.7,85.14,-0.47,6.59,44.5,34.9,2.4,8.72,5.9,33.7
Steel & Metallurgy,17.1,46.9,6,2,13.9,16.4,6.4,1949.2,50.8,70.9,Road,Cochin Port,None (Normal Baseline),0.0,0.0,0.67,-1.29,0.12,0.18,3.0,18.7,32.6,0.3,0.0,0.8,22.3
Engineering,41.6,74.6,2,1,14.5,36.2,19.7,11.4,89.8,40.8,Road,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),12.0,62.8,15.25,7.99,-3.11,-1.65,6.58,25.9,44.0,1.4,7.37,3.8,29.7
Automotive,56.8,69.2,5,2,16.1,34.6,13.1,69.3,50.4,81.6,Road,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,19.0,25.2,5.98,1.73,8.72,2.41,5.78,43.7,74.0,5.9,7.38,8.1,31.9
Pharmaceuticals,65.7,31.6,5,3,19.4,32.2,12.2,200.2,78.0,61.6,Road,Hazira (Surat),Critical Raw Material Shortage,20.0,35.3,7.22,4.63,3.25,43.68,5.68,45.6,32.4,1.9,19.62,4.6,41.6
Automotive,24.8,39.2,6,1,12.5,7.2,2.8,59.9,26.2,73.2,Road,Chennai Port,Major Port Congestion & Strike,21.0,60.8,-0.92,3.38,73.79,6.41,6.81,67.9,60.4,4.5,10.16,8.0,64.4
Pharmaceuticals,78.6,54.9,4,0,20.4,37.9,18.0,10.7,33.3,51.3,Road,Hazira (Surat),Critical Raw Material Shortage,5.0,62.7,9.27,1.16,2.56,43.83,5.03,38.3,34.2,0.5,16.18,4.1,37.4
Pharmaceuticals,61.0,59.1,5,2,26.1,29.1,7.4,11.4,68.5,17.2,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,9.26,1.33,3.41,2.29,5.73,21.1,30.1,1.2,0.0,-0.0,21.5
Pharmaceuticals,52.8,85.2,4,4,22.2,38.5,18.3,18.7,79.8,47.0,Sea,Cochin Port,Major Port Congestion & Strike,5.0,89.2,16.45,3.04,53.86,1.11,5.68,87.1,51.3,6.8,18.23,14.0,51.7
Pharmaceuticals,61.5,60.8,5,1,14.0,25.6,11.9,1498.8,66.0,67.1,Sea,Visakhapatnam,None (Normal Baseline),0.0,0.0,1.7,2.18,0.11,0.26,5.71,28.8,29.1,1.1,0.41,0.0,23.8
Engineering,59.5,62.5,8,3,21.0,41.9,22.6,16.2,63.5,76.0,Multimodal,Cochin Port,Monsoon Flooding & Highway Blockade,6.0,89.4,1.67,0.97,6.79,0.7,3.89,21.9,82.6,10.9,8.31,17.6,43.2
Chemicals,71.7,54.6,4,3,20.0,21.6,5.6,11.1,22.0,41.6,Sea,Visakhapatnam,Major Port Congestion & Strike,35.0,56.1,6.64,2.87,30.79,7.54,3.74,84.3,54.9,4.0,10.78,8.0,44.8
FMCG,10.2,83.5,6,4,5.0,33.0,15.2,266.5,18.7,84.0,Road,Chennai Port,Monsoon Flooding & Highway Blockade,44.0,67.9,3.76,-0.11,-1.32,6.63,5.75,44.7,69.6,8.3,8.68,11.5,41.2
Steel & Metallurgy,48.1,39.6,1,2,15.2,33.1,9.0,1200.7,9.3,33.2,Road,Chennai Port,Major Port Congestion & Strike,39.0,93.7,0.97,2.8,70.43,-0.14,6.14,75.9,18.8,7.4,9.31,11.0,44.4
Electronics,62.0,60.1,4,1,23.1,15.6,5.0,1086.9,74.0,79.9,Road,Cochin Port,Labor Union Agitation,25.0,75.9,8.35,-0.84,13.31,4.79,3.91,40.9,78.9,5.9,10.25,13.8,65.7
Automotive,47.4,56.5,2,4,11.3,7.6,2.9,1223.2,36.1,76.2,Multimodal,Chennai Port,Labor Union Agitation,14.0,82.8,16.77,1.16,3.7,4.55,7.38,70.7,46.1,6.2,10.79,10.4,68.6
Electronics,51.7,47.5,3,1,17.9,34.1,12.5,181.4,99.0,51.4,Road,Visakhapatnam,Monsoon Flooding & Highway Blockade,20.0,91.6,4.58,2.22,-3.47,11.01,3.74,41.4,80.8,9.0,13.37,17.6,55.0
Steel & Metallurgy,26.8,68.5,2,0,9.2,32.5,9.7,60.7,10.2,70.1,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,2.75,-1.41,5.66,0.46,5.26,32.1,22.5,0.1,1.45,0.5,17.1
Steel & Metallurgy,47.7,88.2,4,6,19.6,33.3,9.1,1668.6,44.0,62.3,Rail,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,23.0,84.0,3.44,2.78,47.19,-7.86,6.06,82.2,39.4,4.0,10.01,10.7,44.5
Engineering,39.9,47.3,2,6,23.9,27.3,11.6,793.2,33.6,58.8,Air,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,0.92,-0.13,-5.92,0.62,6.61,17.4,24.4,0.7,1.06,1.0,13.1
FMCG,32.4,70.3,1,2,5.5,16.8,9.2,18.8,4.5,98.0,Sea,Mundra (Gujarat),Global Container Shortage,12.0,54.2,8.07,1.0,54.3,2.78,6.42,25.8,58.9,2.1,4.96,3.9,30.2
Textiles,27.6,88.7,3,5,16.0,15.4,5.1,95.7,24.6,81.2,Rail,Cochin Port,None (Normal Baseline),0.0,0.0,4.07,-0.92,1.19,1.03,5.91,23.1,22.7,1.0,0.15,0.3,11.4
Automotive,57.1,38.5,3,4,14.3,29.4,12.5,540.7,40.9,86.6,Road,Cochin Port,None (Normal Baseline),0.0,0.0,0.03,-1.04,2.82,-3.83,5.41,19.9,31.3,1.0,0.5,0.9,19.6
Automotive,43.8,69.0,5,3,19.3,20.6,10.5,14.4,43.6,48.2,Road,Visakhapatnam,None (Normal Baseline),0.0,0.0,4.59,0.94,1.12,-4.49,3.87,25.3,25.1,1.3,1.59,0.4,14.4
Automotive,52.3,74.2,5,2,4.0,15.3,5.9,12.1,59.6,56.0,Road,Cochin Port,Currency Depreciation (USD/INR Spike),29.0,41.7,-11.92,6.51,-4.15,13.43,4.45,32.6,21.0,1.0,8.9,3.5,39.3
Electronics,70.0,50.6,2,1,24.3,28.9,14.8,55.1,71.6,68.5,Road,Chennai Port,Crude Oil Surge & Fuel Surcharge,7.0,77.1,39.67,2.67,7.63,2.57,6.37,25.9,27.6,2.5,12.16,7.5,42.9
Electronics,72.0,75.1,3,1,25.6,9.2,2.5,1600.1,55.0,51.3,Sea,Visakhapatnam,Global Container Shortage,34.0,90.5,2.12,3.25,94.63,0.4,7.11,59.3,36.7,3.1,17.85,12.1,83.2
Electronics,47.0,68.1,6,1,14.6,10.3,4.2,50.4,82.3,49.8,Road,Cochin Port,Major Port Congestion & Strike,29.0,27.0,-1.74,4.05,31.99,6.98,6.14,66.6,53.3,5.1,13.27,10.3,69.1
Steel & Metallurgy,39.0,72.8,3,2,12.0,25.5,12.7,61.1,48.2,59.6,Road,Cochin Port,Critical Raw Material Shortage,31.0,32.9,16.26,2.47,-9.61,49.95,4.84,51.2,36.1,1.1,21.32,4.1,47.6
Engineering,30.1,66.3,3,6,18.2,23.4,8.8,71.9,64.0,78.7,Road,Hazira (Surat),Monsoon Flooding & Highway Blockade,31.0,52.0,2.53,3.82,6.39,9.89,4.5,38.4,61.7,6.4,9.78,10.6,43.6
Textiles,36.4,48.3,3,5,13.8,29.4,10.0,1198.0,34.0,49.2,Rail,JNPT (Navi Mumbai),Critical Raw Material Shortage,12.0,71.8,-7.05,-0.62,-2.41,50.24,6.04,39.8,42.9,1.4,16.51,4.0,39.5
Textiles,47.6,53.0,6,6,9.6,19.4,6.0,24.5,52.8,63.9,Road,JNPT (Navi Mumbai),Critical Raw Material Shortage,11.0,93.0,-0.73,1.93,-1.14,62.18,5.75,54.2,25.4,2.5,24.69,7.2,62.0
FMCG,38.2,43.6,1,1,15.4,17.8,8.6,314.7,64.4,48.4,Road,Hazira (Surat),Crude Oil Surge & Fuel Surcharge,11.0,84.8,42.41,3.04,1.79,-0.16,4.28,28.1,67.2,2.9,9.65,7.0,45.9
Steel & Metallurgy,37.0,50.2,1,1,4.9,5.0,2.7,794.6,21.7,47.6,Road,Mundra (Gujarat),None (Normal Baseline),0.0,0.0,-4.99,-0.31,-5.81,1.26,4.57,20.6,33.7,1.5,0.15,0.4,18.7
Automotive,51.9,43.5,5,4,12.3,9.2,4.4,182.7,53.6,49.5,Sea,Hazira (Surat),Labor Union Agitation,24.0,33.2,6.59,1.6,20.35,0.98,4.55,23.3,45.0,3.1,5.6,4.4,38.4
Engineering,29.3,83.3,7,4,29.1,24.6,10.7,496.3,45.5,31.2,Rail,Chennai Port,Critical Raw Material Shortage,33.0,81.8,-7.95,2.98,-2.29,41.83,4.11,36.5,36.3,3.5,19.64,8.1,53.9
Pharmaceuticals,52.4,61.8,2,2,28.6,43.6,10.9,518.5,76.8,90.6,Rail,Cochin Port,Critical Raw Material Shortage,26.0,49.3,4.98,0.42,5.85,52.93,4.66,41.1,26.3,1.0,21.64,5.5,47.6
Automotive,20.1,38.2,4,3,9.9,19.4,8.4,257.8,69.1,71.9,Road,Hazira (Surat),Monsoon Flooding & Highway Blockade,17.0,49.3,13.16,1.86,5.26,3.25,6.64,31.5,83.4,8.5,9.7,12.3,48.8
FMCG,11.2,31.8,1,4,10.7,21.8,10.5,55.5,0.0,74.8,Air,Hazira (Surat),Labor Union Agitation,23.0,30.6,12.98,1.47,0.76,2.35,7.7,22.7,52.6,1.6,4.57,2.5,20.6
Chemicals,82.2,45.8,4,1,26.9,26.9,7.4,1376.4,77.1,65.7,Air,Mundra (Gujarat),Global Container Shortage,10.0,54.8,-1.61,3.34,80.86,5.11,7.77,51.0,30.3,3.6,16.75,8.6,50.9
Textiles,36.6,67.7,1,6,11.1,31.9,13.3,1560.9,34.6,64.5,Road,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-0.61,0.17,8.61,0.2,4.51,21.0,41.3,0.8,0.67,0.9,15.5
Engineering,25.2,36.7,6,2,19.3,44.1,18.7,96.3,37.6,63.2,Rail,JNPT (Navi Mumbai),Labor Union Agitation,43.0,94.7,3.91,1.14,4.44,1.01,7.05,61.7,69.9,5.8,6.52,12.5,40.5
Pharmaceuticals,79.9,42.2,2,0,21.6,26.8,7.1,36.0,47.5,83.4,Road,Chennai Port,Monsoon Flooding & Highway Blockade,29.0,87.0,10.26,2.13,7.94,5.46,6.22,34.3,95.0,7.9,14.88,17.3,64.7
Textiles,18.8,45.1,2,2,4.1,35.4,15.7,505.7,36.6,47.6,Road,Hazira (Surat),None (Normal Baseline),0.0,0.0,-0.34,0.72,2.54,1.19,5.95,13.8,29.7,1.2,1.55,0.4,14.8
FMCG,11.3,47.7,2,1,21.1,21.8,6.5,44.9,0.0,48.2,Rail,Kolkata & Haldia,Global Container Shortage,25.0,28.1,-2.08,1.0,54.24,8.24,5.83,32.2,22.4,4.5,4.66,3.7,23.2
Automotive,6.1,55.4,4,0,4.0,20.1,11.0,383.1,46.2,80.0,Road,Chennai Port,Currency Depreciation (USD/INR Spike),18.0,52.8,13.71,5.73,-2.14,-2.21,4.59,41.6,38.4,1.9,6.1,5.3,32.8
Textiles,5.0,34.7,4,1,12.6,21.6,7.3,170.5,37.1,95.4,Sea,Visakhapatnam,Labor Union Agitation,30.0,26.3,-2.62,1.3,11.44,7.1,5.75,21.6,51.1,1.8,4.01,4.0,25.4
Textiles,17.7,35.2,2,6,16.6,38.7,9.7,14.0,11.4,53.2,Road,Kolkata & Haldia,Crude Oil Surge & Fuel Surcharge,12.0,84.4,40.31,2.79,-0.99,-0.8,6.32,19.6,51.2,1.9,7.11,4.2,26.3
Steel & Metallurgy,23.9,45.1,3,3,18.8,26.9,10.5,410.3,29.2,48.6,Road,Kolkata & Haldia,Major Port Congestion & Strike,36.0,53.9,7.6,3.42,76.13,5.48,6.39,72.8,28.8,7.1,13.17,10.5,44.1
Steel & Metallurgy,55.5,15.0,4,3,14.2,33.4,8.8,26.1,22.8,98.0,Road,Cochin Port,Currency Depreciation (USD/INR Spike),37.0,51.9,7.37,7.82,18.26,3.23,8.43,29.7,20.3,2.3,10.79,4.4,34.2
Textiles,48.7,48.8,4,2,13.3,21.1,11.6,660.9,48.8,50.3,Road,Chennai Port,Global Container Shortage,38.0,36.9,8.55,4.38,75.13,4.35,5.69,33.8,62.5,1.4,12.95,5.5,42.5
Automotive,28.9,84.2,3,0,15.2,13.8,5.3,99.0,42.0,60.9,Sea,Chennai Port,Labor Union Agitation,39.0,63.9,10.09,0.21,4.46,8.21,3.88,48.0,61.7,5.1,11.1,10.4,63.3
FMCG,34.2,73.0,3,4,11.5,19.5,6.7,184.1,31.4,84.0,Road,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,21.0,36.4,8.28,4.31,19.06,6.88,6.48,80.7,44.4,3.2,9.57,6.1,37.3
Steel & Metallurgy,51.4,48.1,9,2,20.3,28.0,8.2,814.8,30.1,69.0,Road,Hazira (Surat),Global Container Shortage,28.0,79.9,0.97,-0.23,120.81,0.29,6.54,51.7,34.7,3.5,8.54,8.0,41.7
Engineering,38.8,45.4,2,2,19.2,21.8,10.4,178.7,46.7,52.8,Road,Cochin Port,Monsoon Flooding & Highway Blockade,17.0,93.4,3.33,2.31,11.52,18.98,6.97,48.6,69.7,4.7,13.19,10.4,51.9
Steel & Metallurgy,39.5,82.3,1,3,4.0,40.1,18.3,2651.6,39.7,70.3,Rail,Kolkata & Haldia,Critical Raw Material Shortage,28.0,72.2,13.75,1.55,7.58,53.94,5.84,34.2,16.5,0.5,23.34,1.7,48.0
FMCG,18.4,28.3,2,2,15.5,22.4,11.7,52.9,15.7,71.2,Road,Visakhapatnam,Global Container Shortage,43.0,40.3,4.14,1.76,83.52,10.8,5.53,41.9,40.2,4.7,10.78,5.8,40.0
Engineering,29.7,68.8,5,0,24.1,29.8,11.5,17.9,47.7,73.0,Road,JNPT (Navi Mumbai),Import Tariff & Trade Restriction,26.0,90.7,3.73,-1.07,6.94,44.25,5.25,35.7,23.0,2.5,21.11,8.1,56.4
Steel & Metallurgy,29.2,15.0,4,2,19.8,19.1,10.1,599.1,26.6,44.8,Road,Mundra (Gujarat),Global Container Shortage,23.0,69.5,14.13,2.58,98.33,8.5,6.88,56.2,30.1,2.1,11.96,4.5,40.1
FMCG,35.8,43.5,3,4,12.9,11.7,4.5,767.7,11.4,65.7,Multimodal,JNPT (Navi Mumbai),None (Normal Baseline),0.0,0.0,-0.74,-1.19,0.86,-1.2,4.31,28.0,34.5,0.9,0.0,0.7,15.7
Electronics,58.3,53.2,3,1,12.1,43.1,17.7,433.1,82.3,25.7,Road,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),31.0,52.8,3.24,5.89,2.73,4.71,5.22,47.6,32.0,3.3,10.49,7.9,38.0
Electronics,89.3,65.1,3,3,16.9,10.0,4.4,10.0,50.1,71.3,Rail,Hazira (Surat),Cyclone Alert & Coastal Freight Halt,33.0,71.6,15.59,1.81,21.42,6.67,6.44,88.2,47.0,1.7,13.4,10.8,75.7
Chemicals,30.7,55.9,6,2,4.0,20.8,10.5,948.5,49.8,77.1,Rail,Hazira (Surat),Critical Raw Material Shortage,44.0,61.0,12.48,1.93,1.1,48.04,3.69,36.7,35.1,2.7,24.49,6.3,60.1
FMCG,5.0,55.5,1,4,10.0,17.7,8.3,1974.1,18.9,77.6,Sea,Hazira (Surat),Critical Raw Material Shortage,26.0,63.1,3.72,2.83,10.99,45.9,4.41,39.2,24.5,3.8,18.69,5.4,49.9
Steel & Metallurgy,30.8,39.6,5,2,16.9,10.8,5.5,30.2,31.2,76.0,Road,Cochin Port,None (Normal Baseline),0.0,0.0,-0.67,0.84,-2.46,-2.22,5.83,18.4,37.4,0.4,1.1,0.6,17.9
Pharmaceuticals,42.8,53.9,1,1,29.7,32.0,14.0,26.2,69.3,98.0,Sea,JNPT (Navi Mumbai),Monsoon Flooding & Highway Blockade,13.0,27.0,12.31,1.68,1.87,14.74,5.3,38.1,59.2,5.6,11.49,9.1,36.0
Chemicals,71.0,46.5,3,2,17.0,25.3,8.5,13.0,72.2,77.8,Road,Visakhapatnam,Import Tariff & Trade Restriction,11.0,63.3,16.11,1.89,35.37,15.23,4.48,42.3,65.0,2.1,15.94,7.3,47.8
Automotive,65.4,51.3,1,2,17.9,25.3,13.6,23.2,23.1,59.2,Sea,Mundra (Gujarat),Cyclone Alert & Coastal Freight Halt,39.0,61.3,3.31,0.69,46.6,7.73,5.61,67.0,40.6,2.6,8.73,6.7,41.1
FMCG,24.5,26.1,8,3,18.5,14.8,7.1,10.8,13.0,64.4,Multimodal,Mundra (Gujarat),Critical Raw Material Shortage,8.0,76.1,8.11,2.14,14.8,48.92,5.27,45.3,44.3,0.5,18.18,3.3,43.1
Steel & Metallurgy,30.7,60.8,3,4,10.8,33.4,15.8,344.0,23.0,73.5,Rail,JNPT (Navi Mumbai),Cyclone Alert & Coastal Freight Halt,23.0,77.1,6.95,0.55,20.16,7.72,5.76,74.6,30.1,2.8,7.13,6.2,26.9
FMCG,5.0,83.4,7,3,10.1,22.3,10.7,532.7,9.0,53.5,Sea,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,-3.73,0.7,7.74,2.76,4.31,25.6,20.0,0.6,0.93,0.6,17.6
FMCG,29.4,42.9,5,4,16.1,22.0,6.8,15.5,23.6,62.4,Rail,Mundra (Gujarat),Import Tariff & Trade Restriction,24.0,44.1,-0.01,2.39,28.11,5.13,5.6,60.0,25.7,2.9,6.45,4.7,28.2
Pharmaceuticals,58.8,68.6,8,1,27.6,26.7,12.1,24.9,48.3,74.2,Multimodal,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,0.3,-1.11,7.23,1.75,5.72,20.6,41.0,0.9,0.59,1.0,17.6
FMCG,17.3,58.9,2,2,10.2,5.8,2.5,164.2,31.8,59.2,Road,Cochin Port,None (Normal Baseline),0.0,0.0,-4.08,-0.32,-1.66,0.03,4.0,19.3,29.6,1.0,1.79,0.7,22.6
Engineering,44.8,37.5,4,1,11.3,34.3,10.2,678.1,59.7,94.3,Sea,Kolkata & Haldia,Cyclone Alert & Coastal Freight Halt,35.0,82.5,3.14,1.94,27.29,-3.81,5.78,81.3,15.0,1.8,8.63,10.1,40.1
Pharmaceuticals,50.3,75.9,5,1,18.8,32.1,17.6,600.4,79.7,38.7,Road,Cochin Port,Crude Oil Surge & Fuel Surcharge,35.0,58.1,25.08,3.19,10.77,6.24,4.86,43.2,40.9,4.0,12.9,9.0,50.5
Engineering,9.6,45.1,5,0,18.7,23.2,10.2,78.5,53.0,64.7,Rail,Chennai Port,Critical Raw Material Shortage,14.0,65.6,5.89,0.41,10.16,66.98,7.17,52.5,43.3,2.8,26.0,7.1,55.1
Engineering,33.3,71.2,4,1,24.6,32.2,9.9,799.6,28.7,69.1,Sea,Mundra (Gujarat),Currency Depreciation (USD/INR Spike),41.0,26.8,-2.54,3.99,0.95,8.38,6.54,60.0,58.2,2.1,7.32,4.9,30.5
FMCG,14.2,57.0,4,3,4.0,12.5,6.4,855.8,42.6,76.9,Road,Visakhapatnam,Labor Union Agitation,37.0,73.1,-0.33,0.51,11.1,8.72,4.52,57.7,47.2,3.1,7.75,6.8,50.7
Chemicals,49.9,68.1,3,2,17.1,19.7,5.3,1366.1,55.9,55.7,Sea,Kolkata & Haldia,None (Normal Baseline),0.0,0.0,1.15,0.23,-7.37,-4.08,5.26,14.3,27.3,0.6,2.92,0.3,19.9
Engineering,56.7,35.0,3,1,23.6,13.0,5.8,1685.9,84.1,59.6,Sea,Visakhapatnam,Critical Raw Material Shortage,28.0,39.3,7.16,0.54,9.63,22.5,7.04,54.9,48.8,1.2,12.59,7.1,55.1
Chemicals,73.7,50.3,2,2,16.3,26.4,7.0,970.8,48.3,59.7,Road,Mundra (Gujarat),Global Container Shortage,8.0,37.3,-2.92,2.4,83.2,2.82,5.48,44.7,15.0,0.5,9.62,3.6,29.0
